U10008, iter_0: N42670, N1952, N60939, N54571, N15559, N26271, N14990, N6873, N7330, N18151, N29528, N61623, N58264, N38951, N19811, N29363, N46203, N6056, N11789, N7173
U30564, iter_0: N42223, N39463, N677, N40906, N26584, N56270, N4107, N23918, N51187, N18449, N37553, N31395, N31556, N42196, N37007, N5886, N24424, N53013, N59385, N34031
U30564, iter_1: N10541, N16725, N308, N11289, N2159, N40752, N43646, N44645, N6056, N51690, N28983, N52835, N2994, N36037, N4661, N39399, N58264, N63546, N9846, N15559
U30564, iter_2: N301, N4610, N15194, N29722, N4287, N14809, N42890, N19433, N53630, N46037, N53381, N18312, N43955, N20764, N38797, N38504, N29511, N38733, N58030, N3841
U74563, iter_0: N51187, N2994, N279, N6056, N38797, N3416, N44249, N25163, N1344, N16461, N34031, N39399, N41400, N61623, N5886, N11551, N43386, N59385, N46037, N40468
U75088, iter_0: N37346, N19004, N11551, N61970, N22975, N14990, N32759, N41400, N13408, N35436, N13640, N11569, N18151, N26690, N11681, N47190, N53630, N59833, N46037, N6532
U59839, iter_0: N63390, N54439, N24701, N45793, N52577, N46501, N14333, N6209, N36916, N1952, N6642, N1663, N65103, N61970, N54018, N32641, N20576, N46037, N16461, N30562
U46098, iter_0: N59960, N11681, N63860, N57180, N42890, N35671, N19321, N14170, N56270, N13347, N35238, N53013, N39184, N30929, N13941, N31978, N48077, N19811, N18145, N11675
U67270, iter_0: N33469, N40575, N37266, N18978, N51033, N33212, N58070, N19536, N28129, N46586, N23602, N52764, N59543, N19433, N64273, N2159, N23603, N64335, N36689, N14809
U21560, iter_0: N61593, N26537, N3007, N46379, N43822, N46130, N11931, N40356, N28983, N12477, N52201, N36408, N20601, N29930, N25837, N40899, N37500, N10367, N38504, N13498
U75884, iter_0: N34081, N31556, N26537, N61466, N40356, N5519, N45017, N40221, N24109, N55229, N14257, N47572, N41387, N27532, N37272, N52492, N13347, N3541, N40670, N56434
U78856, iter_0: N39109, N18485, N24275, N18151, N35725, N46203, N14333, N13640, N47370, N47652, N42670, N29528, N24109, N46441, N29450, N21142, N61466, N27553, N18063, N23409
U19805, iter_0: N21681, N63546, N26584, N33877, N42499, N16725, N58129, N38898, N60531, N45760, N31289, N11359, N14170, N31179, N39184, N59981, N28571, N64264, N13916, N130
U86354, iter_0: N53011, N23184, N28072, N26262, N5940, N20601, N59385, N28983, N15559, N16461, N3007, N21681, N44249, N677, N36249, N11083, N3841, N24686, N27553, N279
U13715, iter_0: N17360, N39932, N47087, N1189, N21142, N29450, N1477, N9846, N23409, N13347, N61466, N24467, N21290, N50670, N49878, N30288, N40468, N56347, N62750, N63546
U39790, iter_0: N52492, N31014, N53013, N30288, N24109, N34031, N2159, N52835, N27553, N15559, N40221, N8711, N26057, N9971, N41285, N61472, N21063, N43646, N28571, N11041
U53179, iter_0: N18151, N56270, N46037, N60472, N40752, N51187, N31556, N3541, N40468, N49712, N677, N5886, N51581, N4661, N39298, N34004, N52835, N8162, N13498, N39932
U82158, iter_0: N21681, N39463, N60550, N27532, N3841, N49001, N59367, N62092, N11083, N28983, N34601, N30345, N30689, N3007, N1539, N11289, N42499, N50657, N64954, N64273
U76903, iter_0: N38142, N8907, N48084, N34668, N29528, N20478, N16914, N5576, N19998, N31036, N37346, N19025, N13408, N7173, N43984, N24275, N64264, N37266, N32641, N41498
U63943, iter_0: N49252, N52577, N50372, N35857, N40468, N58070, N54439, N58660, N24701, N33212, N44249, N60264, N23602, N20576, N32393, N20478, N48487, N17342, N58264, N16725
U63943, iter_1: N55555, N1860, N40324, N25774, N49712, N24467, N22690, N2649, N7568, N20947, N11083, N40906, N53335, N30288, N4754, N40078, N23184, N8657, N32288, N38053
U63943, iter_2: N59526, N47433, N45754, N38797, N52835, N46037, N6471, N53837, N19998, N45017, N18151, N60027, N18978, N8162, N3416, N28571, N41400, N63546, N39932, N18794
U10707, iter_0: N20984, N31782, N8162, N53013, N1539, N48077, N63860, N46917, N38333, N31014, N31289, N39463, N1663, N26537, N14170, N47652, N16725, N35619, N56132, N34081
U39781, iter_0: N31423, N37553, N2159, N24109, N8889, N1477, N20764, N61466, N46379, N34081, N16117, N42196, N11092, N18895, N47572, N52588, N11041, N1575, N3007, N8711
U34116, iter_0: N1539, N4610, N53630, N24424, N48077, N44640, N59307, N57521, N8711, N60041, N677, N22975, N36408, N27079, N53335, N6471, N1952, N32641, N20576, N11681
U24165, iter_0: N18151, N30288, N15559, N25837, N31556, N32073, N50775, N43438, N28983, N16725, N13640, N677, N56270, N43361, N16914, N60472, N37272, N28571, N56804, N47190
U36735, iter_0: N8162, N46501, N47652, N2994, N61973, N37146, N37346, N50372, N53013, N41285, N58264, N30288, N4290, N61970, N15559, N11569, N279, N19025, N30929, N37458
U58023, iter_0: N28800, N4290, N16461, N60472, N17672, N48084, N57403, N62001, N24617, N51187, N27079, N61970, N33120, N8907, N28983, N45017, N1539, N60264, N36408, N47190
U44840, iter_0: N31289, N24275, N6471, N26271, N40221, N35725, N14333, N21039, N32139, N6767, N46917, N60939, N62033, N50775, N1663, N6371, N38898, N53013, N20576, N26690
U7626, iter_0: N775, N26488, N42196, N61973, N11359, N47190, N50484, N19623, N54018, N42670, N13640, N26690, N46586, N60472, N38869, N57521, N50372, N30288, N26271, N17778
U45861, iter_0: N15559, N54571, N42670, N13498, N60472, N48487, N52835, N20576, N1539, N30288, N27936, N30562, N26488, N38797, N31556, N56434, N14802, N39932, N29541, N3416
U45861, iter_1: N15194, N1067, N33670, N45163, N29722, N59367, N6873, N28640, N26584, N29627, N40752, N13347, N24617, N36037, N5576, N36249, N63390, N17360, N62092, N11930
U45861, iter_2: N22456, N61623, N2159, N41172, N29268, N14170, N52502, N51187, N56270, N31978, N52577, N11041, N11092, N39184, N28851, N4107, N18295, N50565, N53630, N44645
U76417, iter_0: N58264, N11551, N50372, N29541, N47652, N11930, N27079, N29363, N54571, N13640, N59981, N279, N60550, N27936, N46586, N7868, N64095, N35671, N1663, N26488
U37092, iter_0: N55997, N19990, N3034, N28152, N8733, N5223, N57328, N36249, N46076, N37263, N39399, N44249, N28876, N41884, N23502, N38333, N39387, N64515, N37527, N24176
U75599, iter_0: N4610, N47652, N8375, N34031, N20984, N31978, N11551, N4661, N45793, N62393, N14333, N47216, N47380, N20325, N61970, N64095, N11359, N48077, N30929, N21590
U78427, iter_0: N16804, N8162, N39932, N59367, N53630, N56434, N36916, N41285, N50372, N45760, N61241, N27079, N11551, N19623, N53013, N53364, N61040, N42670, N45754, N12843
U62733, iter_0: N23918, N28725, N37007, N58129, N52588, N56434, N39463, N45754, N16461, N31556, N50775, N26537, N18332, N13464, N47553, N6916, N18063, N40575, N30401, N32708
U81619, iter_0: N19477, N58129, N61970, N17936, N53013, N2159, N28571, N62001, N31179, N30288, N8162, N53443, N557, N32221, N60472, N41387, N37346, N15811, N64933, N18332
U64881, iter_0: N35671, N32489, N61040, N32073, N11015, N1952, N16461, N13865, N18978, N28571, N26537, N4034, N27079, N13916, N56434, N57521, N20236, N56211, N38797, N31179
U8396, iter_0: N19477, N8711, N47190, N31782, N61970, N21590, N27906, N1477, N8162, N62001, N42223, N18485, N1914, N26537, N46178, N34081, N26762, N55531, N2235, N52588
U23755, iter_0: N4610, N39184, N42196, N47652, N59022, N32641, N48084, N28983, N55723, N63255, N43400, N51187, N2159, N32139, N46037, N19998, N14333, N19433, N11944, N40752
U68372, iter_0: N33297, N37272, N24213, N46283, N41285, N30614, N1575, N40752, N51489, N61969, N16804, N39015, N2159, N35671, N44645, N10541, N43361, N13347, N18295, N60531
U26061, iter_0: N33623, N33469, N27891, N36916, N7826, N46738, N29627, N55723, N13498, N64095, N61970, N14809, N23603, N17672, N22975, N31978, N44765, N47190, N53011, N16461
U41020, iter_0: N4107, N59908, N29722, N58030, N18449, N37007, N39932, N43460, N61040, N62170, N29217, N55531, N2704, N8711, N40356, N47433, N58129, N41285, N18295, N56270
U41020, iter_1: N15194, N17952, N26057, N1067, N28152, N1344, N5085, N31679, N62820, N61363, N16461, N32288, N55555, N46441, N4680, N55397, N28324, N43386, N29920, N49955
U41020, iter_2: N44605, N50463, N7181, N54442, N26154, N6926, N94, N48843, N50990, N43932, N44556, N64490, N61571, N4215, N23691, N33, N53630, N12769, N3356, N57032
U18973, iter_0: N10541, N50775, N29217, N28983, N2159, N31014, N61969, N677, N31556, N11289, N49878, N62393, N40221, N38797, N43438, N52492, N45017, N16725, N56434, N1575
U18973, iter_1: N8889, N27866, N23918, N11083, N42670, N18350, N13865, N3841, N35619, N130, N30422, N18020, N34495, N4556, N40324, N42877, N30689, N64273, N22575, N15194
U18973, iter_2: N2035, N49831, N3589, N23671, N15942, N54862, N22731, N27342, N18850, N19292, N3517, N33828, N20521, N38490, N45586, N50007, N39399, N14993, N53304, N46037
U25937, iter_0: N40468, N17510, N50058, N28983, N31556, N60550, N44645, N26488, N1952, N4034, N35671, N42499, N25163, N43361, N15559, N58660, N13941, N18295, N1344, N42196
U76283, iter_0: N677, N31556, N64372, N56211, N31884, N11681, N39149, N775, N11675, N62393, N13347, N57403, N2159, N44645, N12843, N1371, N53013, N55229, N42670, N31939
U4740, iter_0: N16914, N42196, N37458, N30288, N28983, N25837, N15559, N677, N32073, N51690, N13640, N10541, N11041, N40752, N47190, N62001, N13347, N59960, N31556, N44645
U68748, iter_0: N20764, N40390, N10552, N4905, N51119, N61466, N3380, N30689, N18485, N21039, N45960, N46283, N25015, N23409, N38504, N26063, N16117, N18145, N45760, N40670
U69754, iter_0: N40221, N18485, N19477, N18295, N39463, N64077, N29364, N44645, N40752, N5886, N64372, N20764, N17952, N34031, N16461, N30345, N27553, N21290, N46379, N23409
U36897, iter_0: N60550, N50372, N57521, N31978, N51187, N2994, N19536, N59981, N59685, N62423, N48659, N4661, N35436, N27079, N63255, N34031, N279, N48487, N59367, N46586
U58155, iter_0: N41387, N28983, N52098, N61970, N3007, N52492, N26584, N63681, N53201, N13347, N58129, N57403, N18485, N26262, N61040, N36037, N52009, N56804, N40906, N64933
U7759, iter_0: N1065, N57403, N12330, N54437, N64954, N18291, N18978, N16461, N64335, N301, N57225, N19321, N19536, N62393, N43822, N43438, N45960, N6578, N16914, N60531
U42824, iter_0: N57521, N26537, N30288, N5288, N6578, N48717, N7173, N60472, N44166, N46501, N1952, N31014, N38951, N46917, N31556, N20576, N12843, N56211, N8162, N6873
U53616, iter_0: N3007, N18485, N16914, N25837, N52588, N17952, N38797, N38869, N8711, N53013, N29450, N30288, N6916, N40221, N47190, N40324, N43386, N47553, N40899, N37500
U33067, iter_0: N33326, N46178, N30288, N18485, N28983, N4661, N3007, N2649, N53013, N58264, N8711, N35619, N20507, N52299, N29533, N1914, N56804, N8162, N57888, N43361
U24706, iter_0: N15194, N28983, N40752, N46203, N40575, N2159, N6056, N56434, N18485, N11551, N47975, N37346, N18295, N34031, N19477, N21681, N26537, N5734, N11289, N44645
U69439, iter_0: N52588, N7112, N6578, N35436, N19025, N24424, N1539, N26537, N36037, N32641, N61973, N52577, N23602, N52492, N18978, N28983, N19623, N27553, N37589, N8162
U57106, iter_0: N60550, N2994, N61241, N59833, N31978, N34031, N30689, N15279, N38797, N279, N36408, N64095, N28983, N4290, N31289, N47433, N58264, N59526, N4661, N43246
U2213, iter_0: N31289, N436, N45760, N30536, N56804, N19811, N45612, N2704, N56211, N39015, N42196, N6578, N48302, N32759, N19536, N11944, N44640, N12613, N52776, N130
U88251, iter_0: N15559, N18151, N12477, N30288, N22575, N11041, N2235, N61623, N31423, N40906, N32708, N3541, N45017, N54587, N61970, N28983, N3007, N45561, N18295, N2159
U43634, iter_0: N32641, N27891, N34344, N1952, N59833, N23603, N53381, N33469, N24424, N48077, N24617, N61929, N47190, N56217, N54439, N61970, N59960, N20576, N58264, N9527
U61191, iter_0: N49712, N20601, N18151, N51875, N15559, N28983, N24109, N9118, N56347, N13464, N47433, N60472, N42877, N5085, N9135, N61970, N46203, N40985, N40575, N25837
U4772, iter_0: N56211, N33212, N64095, N39184, N18310, N38898, N17510, N48084, N1952, N38951, N48077, N61970, N53381, N25130, N32073, N16577, N27318, N57403, N16461, N32196
U87279, iter_0: N17998, N64095, N35238, N12703, N19536, N50058, N11931, N8595, N53013, N47190, N40752, N22985, N47848, N26537, N22975, N60599, N52588, N42890, N15559, N22456
U84806, iter_0: N53815, N37007, N50670, N19477, N40221, N40752, N3007, N24275, N25015, N25837, N1344, N47553, N46130, N28983, N4107, N50775, N52202, N63681, N53335, N39463
U41210, iter_0: N40752, N279, N308, N24109, N24686, N2994, N26537, N8162, N41172, N50670, N37272, N16461, N29450, N103, N58264, N45017, N33120, N58656, N52588, N39399
U43142, iter_0: N20394, N52201, N15194, N24275, N59960, N3996, N43646, N45017, N18151, N24109, N51187, N3007, N44249, N26262, N40221, N40752, N40468, N13498, N15559, N37500
U76064, iter_0: N52776, N57403, N56804, N44645, N21063, N10541, N28983, N44166, N49038, N11289, N22985, N8711, N53013, N1575, N61040, N40752, N34081, N37146, N18571, N55229
U80949, iter_0: N11569, N24617, N50372, N60550, N60472, N7017, N9527, N18145, N62423, N59367, N46917, N59526, N6578, N20576, N48659, N59685, N706, N49252, N5288, N8375
U90255, iter_0: N39184, N47652, N6471, N64095, N4610, N1539, N14802, N38142, N40468, N45793, N61970, N4290, N57521, N36916, N17672, N35238, N61973, N1952, N46783, N54439
U76051, iter_0: N61623, N59385, N53910, N26488, N279, N36408, N47433, N5886, N2994, N11551, N6056, N61970, N41400, N40468, N34031, N3416, N46037, N43386, N16461, N58264
U50788, iter_0: N59981, N47652, N27891, N47216, N53335, N20984, N54439, N4610, N61241, N59685, N38142, N35671, N1539, N39399, N62393, N40221, N61973, N23602, N25130, N51489
U65776, iter_0: N29364, N40752, N43400, N1477, N50775, N58354, N6056, N31179, N3416, N49001, N46379, N44249, N37272, N40906, N38053, N26537, N34081, N32221, N16914, N103
U68613, iter_0: N28983, N37007, N3007, N31395, N53013, N31556, N1477, N27532, N37553, N42196, N10541, N49712, N33634, N42877, N40906, N29450, N6056, N44249, N13498, N24109
U36680, iter_0: N14170, N58264, N60550, N6056, N18151, N60192, N19433, N64095, N54571, N42670, N15559, N2159, N3045, N52577, N6471, N57521, N31014, N6578, N27553, N11551
U4006, iter_0: N50372, N5886, N21590, N46783, N22975, N33212, N20576, N63390, N64335, N58660, N26537, N34953, N6056, N5288, N38915, N11944, N30288, N46917, N4290, N40468
U31205, iter_0: N35725, N18571, N26537, N20984, N61929, N8162, N24424, N50942, N9846, N26488, N47652, N52929, N48084, N59960, N37346, N60472, N1344, N36037, N8709, N56132
U72141, iter_0: N14170, N50372, N41172, N30288, N5886, N37589, N15559, N308, N38797, N2994, N18151, N21590, N48487, N59960, N7330, N8162, N8907, N49252, N48077, N45754
U61390, iter_0: N51187, N28983, N59685, N38797, N46917, N40752, N32641, N53011, N17672, N8162, N30288, N63546, N19536, N21681, N44765, N6056, N46203, N26130, N7330, N55723
U15498, iter_0: N54752, N25837, N26781, N31395, N42877, N23547, N47087, N46915, N28072, N22664, N51581, N13498, N30288, N40752, N56456, N28725, N15559, N6916, N51875, N24109
U23359, iter_0: N8162, N34081, N31556, N27906, N49878, N29217, N10541, N49038, N2159, N61969, N52776, N47190, N59960, N11289, N12330, N31014, N9846, N55229, N13498, N44645
U22002, iter_0: N6578, N31978, N60472, N38797, N60550, N14170, N54571, N28983, N33212, N16461, N17234, N55723, N5886, N59833, N10278, N63255, N47652, N47216, N33120, N6056
U22002, iter_1: N1067, N24109, N3007, N39399, N44249, N4661, N60105, N8162, N55397, N308, N37346, N40899, N57888, N53011, N28327, N47433, N2994, N15559, N43646, N24424
U22002, iter_2: N61973, N20576, N45793, N29511, N58264, N17510, N37589, N53364, N31676, N38733, N28324, N6873, N1952, N18295, N11289, N59960, N61623, N14333, N7330, N46037
U65040, iter_0: N31014, N31556, N308, N52588, N26537, N27553, N5085, N24424, N46178, N43438, N42223, N52776, N52098, N10541, N30288, N8162, N33326, N4107, N18571, N21681
U81990, iter_0: N30118, N49834, N52492, N26262, N53443, N6056, N35619, N29217, N11289, N13498, N36408, N16725, N28152, N17952, N28103, N46037, N45561, N30288, N32708, N20507
U36411, iter_0: N26048, N9527, N38915, N39015, N4905, N48455, N32196, N12843, N29363, N27318, N706, N34805, N26271, N54439, N3380, N38901, N46738, N59307, N19811, N33505
U56788, iter_0: N2994, N6056, N47433, N279, N39399, N308, N38797, N11551, N41172, N17510, N28324, N3416, N58264, N61623, N25163, N16461, N43386, N5886, N33120, N44249
U73594, iter_0: N52588, N42196, N20764, N17578, N10541, N41498, N51690, N28983, N16725, N57180, N31179, N62001, N31556, N18571, N62393, N25837, N28420, N50565, N32073, N43438
U49736, iter_0: N60939, N11944, N38142, N15559, N52502, N14809, N677, N4290, N46203, N4128, N50775, N45793, N40752, N20394, N22975, N23603, N40221, N16461, N38869, N34031
U23185, iter_0: N45754, N19536, N64335, N34031, N58070, N30288, N50453, N28851, N33526, N46283, N12613, N25163, N17998, N30536, N41126, N50058, N44417, N13865, N30562, N6578
U47005, iter_0: N52835, N5886, N6056, N46037, N51187, N44249, N39399, N58264, N59385, N308, N16461, N17510, N11551, N33120, N43386, N53335, N34031, N3416, N26488, N4661
U44770, iter_0: N40221, N45612, N9971, N46379, N12330, N58264, N31556, N34081, N21142, N44166, N60105, N38333, N46203, N56804, N34031, N53013, N62393, N46501, N10541, N41285
U45369, iter_0: N47572, N18485, N44645, N52492, N2159, N27906, N43400, N18295, N38333, N64077, N15559, N58129, N7470, N32073, N11041, N41221, N46037, N47975, N18332, N33634
U52260, iter_0: N21590, N58264, N17510, N34031, N6056, N4661, N33120, N3416, N52835, N11551, N16461, N41400, N40468, N308, N35252, N38797, N45754, N1344, N47433, N39399
U82231, iter_0: N42622, N37458, N29217, N10367, N49973, N17672, N1575, N27906, N28103, N18794, N39015, N61040, N46501, N44645, N28983, N21681, N12843, N11289, N43822, N48455
U40967, iter_0: N2159, N19477, N1477, N21156, N56434, N30118, N38504, N49712, N42223, N29217, N61472, N34004, N27532, N53443, N28152, N26762, N26781, N28983, N26537, N37346
U38669, iter_0: N50565, N26537, N64264, N58129, N6578, N44645, N12843, N35671, N64077, N40575, N14333, N10541, N49878, N53754, N19998, N38142, N62423, N7173, N59685, N27553
U48644, iter_0: N62750, N38797, N557, N4107, N1914, N29533, N58030, N58264, N11551, N34081, N35252, N41400, N15559, N46037, N49001, N39932, N53443, N28983, N62092, N1344
U76177, iter_0: N45561, N41113, N41221, N43386, N53308, N5228, N41498, N40575, N47190, N55555, N46379, N18063, N61296, N15811, N22664, N26537, N29450, N63681, N56217, N20236
U1157, iter_0: N53001, N47652, N4610, N38142, N1344, N52588, N61973, N59833, N11551, N20394, N53335, N47216, N7173, N61970, N45960, N48084, N775, N7826, N28983, N46203
U44684, iter_0: N57521, N60550, N308, N49252, N50372, N64095, N58264, N51187, N39399, N48487, N59367, N20576, N53011, N55723, N1539, N50657, N59981, N38797, N60192, N59385
U44684, iter_1: N24686, N40906, N3841, N32288, N56456, N6056, N59960, N5886, N36408, N3138, N51875, N9971, N38556, N35619, N64606, N43646, N50775, N57403, N21681, N31679
U44684, iter_2: N28324, N16461, N47190, N60472, N11551, N29217, N62393, N40575, N8711, N39932, N15559, N1344, N12330, N56217, N51099, N44249, N11289, N61472, N27553, N41400
U45235, iter_0: N18151, N41172, N3416, N52201, N31676, N17510, N53630, N26048, N42196, N31978, N51187, N14990, N46917, N45793, N20576, N9354, N6471, N4287, N6371, N40752
U40563, iter_0: N60550, N59385, N11569, N2994, N1539, N33469, N53630, N279, N21590, N58264, N50372, N19433, N29541, N4661, N18151, N22975, N20576, N7826, N64335, N31789
U61630, iter_0: N8162, N37007, N11289, N18485, N55229, N60105, N38504, N20764, N42196, N16461, N47370, N26537, N37553, N58264, N55531, N2159, N1914, N15194, N39298, N61970
U90244, iter_0: N6916, N4661, N57180, N39932, N15559, N13464, N43438, N46203, N21681, N54587, N3996, N279, N40356, N39463, N61472, N63546, N18151, N64954, N53011, N34360
U11584, iter_0: N6916, N38333, N59067, N31395, N2159, N56456, N47370, N21142, N18332, N47190, N34031, N26537, N60472, N29533, N1667, N61623, N64606, N40356, N54014, N43460
U24458, iter_0: N20601, N7568, N677, N42196, N25837, N40752, N52201, N24424, N27553, N43438, N8162, N37553, N18151, N20394, N4680, N39298, N26262, N20764, N19477, N26537
U48722, iter_0: N18295, N62001, N33326, N15559, N11289, N37146, N8162, N55229, N64933, N53013, N43361, N63546, N12330, N44645, N30288, N31014, N53011, N18151, N56217, N40221
U72985, iter_0: N13640, N60472, N24275, N11931, N61296, N46203, N36037, N26537, N41498, N38869, N39109, N18151, N27553, N34344, N677, N62393, N50775, N49878, N15559, N43400
U78028, iter_0: N60472, N19433, N2994, N11551, N31676, N15559, N14990, N50372, N5886, N54571, N25163, N64183, N6056, N59526, N21590, N47433, N51187, N31978, N50565, N22456
U3066, iter_0: N24617, N11551, N5288, N13408, N4610, N46586, N8907, N8162, N31789, N48084, N64095, N47652, N19623, N35436, N19433, N21590, N31978, N56897, N8375, N30562
U40800, iter_0: N19536, N53013, N27906, N35436, N46037, N21590, N24424, N16461, N20177, N15331, N4661, N4290, N63860, N30288, N56217, N54437, N33326, N49609, N17510, N11041
U8374, iter_0: N28324, N45754, N59385, N51187, N6056, N40468, N279, N2994, N41172, N21590, N61623, N41400, N43386, N16461, N3416, N44249, N52835, N26488, N55723, N25163
U82539, iter_0: N35436, N48084, N40752, N36425, N15279, N60264, N22975, N59367, N53011, N6471, N11551, N1952, N7826, N52577, N1539, N61973, N19433, N17672, N28983, N30422
U27304, iter_0: N46130, N47087, N52835, N25774, N52776, N18485, N26262, N42196, N58264, N46037, N40752, N55723, N37553, N57888, N23184, N28983, N20601, N18895, N1344, N34031
U3878, iter_0: N27906, N18895, N40752, N30288, N29217, N45561, N40670, N21142, N47370, N31179, N59067, N29920, N15194, N29533, N51187, N56217, N31556, N24424, N64933, N47975
U79569, iter_0: N13865, N30288, N1371, N8162, N48077, N30639, N11289, N35671, N53013, N31289, N57180, N60472, N14170, N15559, N677, N5886, N33623, N38142, N46586, N43438
U15963, iter_0: N130, N11944, N38504, N8889, N4610, N58656, N56211, N19477, N11681, N53593, N50058, N28725, N28129, N52502, N706, N26792, N28800, N61970, N20478, N6578
U41371, iter_0: N41658, N42670, N46586, N48487, N53011, N26271, N64335, N6056, N19433, N14802, N19623, N33505, N4290, N16804, N50453, N54136, N33120, N59876, N64372, N31036
U50905, iter_0: N1663, N50942, N11551, N31289, N308, N18291, N61929, N56132, N25837, N21590, N61241, N50657, N43361, N4661, N57403, N11359, N25163, N30689, N65103, N50775
U31873, iter_0: N55229, N3007, N31556, N16725, N15559, N44645, N10541, N26537, N53013, N21681, N1575, N18895, N37553, N20764, N56434, N43361, N62170, N31179, N61040, N58354
U31873, iter_1: N58660, N41658, N11823, N7173, N55531, N1067, N54587, N4556, N38504, N34031, N32239, N26063, N61241, N32536, N13464, N48659, N11681, N31395, N26690, N11675
U31873, iter_2: N61429, N341, N60599, N4107, N39442, N32784, N2480, N35045, N25398, N33953, N4384, N61466, N3841, N16477, N50607, N28289, N58802, N56072, N17187, N64731
U42880, iter_0: N15559, N43301, N13640, N20601, N15194, N34360, N59494, N52201, N27532, N5940, N13498, N23184, N17510, N21142, N34344, N55723, N46915, N32239, N18312, N11083
U34595, iter_0: N26537, N23409, N11289, N21681, N37007, N19477, N63546, N60472, N29722, N5519, N28983, N24109, N44249, N3007, N28152, N34031, N43822, N17952, N18571, N51187
U70374, iter_0: N49252, N16461, N21590, N60264, N4610, N31556, N2159, N64273, N29369, N30562, N50484, N51187, N47380, N33469, N28983, N26130, N33212, N3416, N15559, N47216
U29265, iter_0: N2994, N6056, N16461, N34031, N279, N11551, N47433, N45754, N46037, N61970, N28324, N41400, N21590, N44249, N51187, N38797, N1344, N36408, N43386, N5886
U53789, iter_0: N15194, N58030, N60105, N9734, N5085, N53443, N37500, N16461, N29920, N41387, N46037, N53011, N11551, N47190, N32288, N42196, N8657, N34457, N56347, N9409
U89537, iter_0: N18332, N8162, N51187, N61760, N53443, N7568, N30288, N42196, N15559, N15194, N8711, N57451, N37553, N41387, N18151, N17936, N557, N16914, N36408, N41400
U81212, iter_0: N30929, N53308, N32641, N46917, N33469, N16914, N59685, N4610, N20177, N13640, N61970, N24617, N26690, N44765, N35436, N12682, N62033, N50484, N38142, N26271
U9058, iter_0: N11569, N63860, N60027, N61973, N3045, N19004, N35238, N19321, N48077, N58660, N14170, N46738, N32641, N20576, N21039, N48487, N29511, N1952, N18145, N33469
U3372, iter_0: N21590, N16461, N35252, N1344, N4661, N34031, N46037, N11551, N279, N41400, N5886, N6056, N36408, N58264, N38797, N25163, N308, N17510, N26488, N53335
U79761, iter_0: N43460, N26262, N6916, N40752, N4754, N58264, N17952, N50670, N15194, N47190, N56347, N24686, N60105, N52588, N46915, N15559, N11083, N6056, N13640, N16461
U51734, iter_0: N18485, N9971, N27906, N61296, N28983, N44166, N13640, N53013, N43822, N49973, N3007, N8711, N11931, N11289, N15194, N21156, N24275, N56217, N18151, N39399
U59209, iter_0: N55830, N58264, N58070, N35671, N20394, N52588, N16461, N17672, N21590, N62423, N2994, N21063, N64077, N61623, N7826, N11931, N308, N64264, N13498, N61973
U84519, iter_0: N57180, N61466, N62393, N26537, N2235, N6916, N30288, N1344, N46178, N61970, N22664, N46130, N41006, N36037, N2159, N20601, N18571, N43438, N1477, N60105
U21131, iter_0: N60472, N26537, N34081, N23184, N4107, N2159, N42196, N7568, N46037, N53443, N37458, N10541, N58129, N11931, N20236, N38869, N19477, N62001, N42877, N25837
U78555, iter_0: N33120, N279, N38869, N48084, N6873, N32073, N2994, N28983, N62001, N51187, N5288, N18151, N20325, N63255, N41172, N58070, N22456, N27079, N6056, N16914
U65494, iter_0: N23918, N19477, N26781, N38333, N46037, N41064, N16914, N3416, N30288, N61541, N34360, N56804, N40752, N18332, N26488, N25015, N7568, N40078, N40324, N18449
U91561, iter_0: N4290, N62894, N41172, N40468, N48077, N308, N706, N1539, N60550, N33120, N42670, N46586, N5886, N19433, N59385, N5576, N59981, N19025, N31884, N4610
U69689, iter_0: N42223, N18449, N18332, N47975, N13464, N60105, N54587, N1067, N37553, N18063, N15194, N52312, N31423, N10869, N26262, N23409, N32288, N26762, N23682, N1914
U80660, iter_0: N19433, N52577, N10541, N8162, N47652, N3293, N21590, N30288, N4107, N20325, N56270, N11551, N41621, N11015, N50372, N31014, N45793, N48077, N53001, N64744
U91626, iter_0: N49609, N52577, N24617, N1952, N32641, N38142, N30562, N47848, N59543, N46738, N49252, N9846, N47652, N29627, N21590, N59833, N775, N33469, N7330, N64469
U83524, iter_0: N19477, N8162, N61970, N47572, N38869, N18295, N29217, N60472, N28072, N15559, N57403, N46037, N16461, N49712, N15194, N36037, N5519, N40324, N11652, N53011
U4383, iter_0: N28983, N40752, N25837, N11289, N40221, N52588, N15559, N42196, N59960, N50775, N43438, N43400, N61472, N13347, N21681, N58129, N27553, N30288, N18291, N26537
U69607, iter_0: N39463, N2159, N61970, N47370, N3865, N53515, N26762, N21156, N49712, N41285, N47975, N31556, N38504, N1344, N37007, N20764, N10541, N25837, N44645, N17510
U77045, iter_0: N53910, N35252, N26488, N41400, N61623, N6056, N1344, N61970, N43386, N58264, N279, N36408, N38797, N16461, N2994, N55723, N51187, N11551, N45754, N34031
U92126, iter_0: N26537, N29217, N19536, N18310, N11675, N59960, N11823, N55229, N31978, N37272, N41498, N11289, N20984, N33212, N31556, N48487, N13916, N21681, N48302, N20576
U93453, iter_0: N49712, N52492, N15194, N18295, N51187, N23184, N16461, N28983, N28072, N36612, N15559, N43646, N8162, N61760, N18332, N45017, N5886, N44249, N36249, N29722
